"id_study","id_row","sc_authors","sc_pub_year","sc_impact_factor_that_year","sc_pub_type","sa_data_year","sa_random","sa_bias_demographics","sa_bias_involvement","sa_bias_language","sa_approached_participated","sa_began_finished","sa_age_m_iv","sa_age_sd_iv","sa_age_m_dv","sa_age_sd_dv","sa_p_male","sa_age_m_f","sa_age_sd_f","sa_p_single_parent","sa_country","sa_p_hispanic_f","sa_p_black_f","sa_p_asian_f","sa_p_otherethnic_f","sa_p_low_ses_family","sa_p_bilingual","sa_pop_dens","sa_mother","sa_p_bio","sa_p_intact","sa_p_firstborn","de_experiment","de_longitudinal","de_manipulation","de_larger_study","iv_qualitative","iv_assessment","iv_location","iv_researcher_present","iv_informant","iv_recording","iv_reliability","iv_validity","dv_type","dv_assessment","dv_location","dv_researcher_present","dv_informant","dv_recording","dv_timelag","dv_reliability","dv_validity","es_reverse_coded","es_type","es_partial","es_controls","es_n","es_correlation","iv_type_cat","dv_instrumentname_cat","sa_larger_study_cat"
20,119,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,-0.01,"communication quality","SALT","EHS"
20,120,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,-0.41,"communication quality","SALT","EHS"
20,121,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.07,"play","SALT","EHS"
20,122,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0,"reading","SALT","EHS"
20,123,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","1","A","L","0","R","1",0.95,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,-0.42,"control","SALT","EHS"
20,124,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,0.05,"communication quality","SALT","EHS"
20,125,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,-0.19,"communication quality","SALT","EHS"
20,126,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,-0.19,"communication quality","SALT","EHS"
20,127,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.01,"communication quality","SALT","EHS"
20,128,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.12,"communication quality","SALT","EHS"
20,129,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.26,"communication quality","SALT","EHS"
20,130,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.02,"play","SALT","EHS"
20,131,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.14,"reading","SALT","EHS"
20,132,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","1","A","L","0","R","1",0.95,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,-0.14,"control","SALT","EHS"
20,133,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,-0.07,"communication quality","SALT","EHS"
20,134,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,0.12,"communication quality","SALT","EHS"
20,135,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0.666666667,0.9,"1","0","R","0",0,68,-0.22,"communication quality","SALT","EHS"
20,136,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0,"communication quality","SALT","EHS"
20,137,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.29,"communication quality","SALT","EHS"
20,138,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,5.0675,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.65,"communication quality","SALT","EHS"
21,139,"Foster, Froyen, Skibbe, Bowles, & Decker",2016,1.489,"J",2013,"0","1","0","1",0.512883783783784,0.85,3.995833333,0.598333333,3.995833333,0.598333333,0.5,34.1062,6.87168870967742,0.07551502735,"US",0.018,0.017,0.051,0.11,0.788,0.074,"U","1",0.85291777776,0.87715643412,0.505226513022807,"0","1","0","1","0","Q","S","1","F","0",0.84,"1","R","A","S","1","R","0",0,0.975,"1","0","R","0",0,767,0.21,"HLE","Woodcock","Foster, Froyen, Skibbe, Bowles, & Decker, 2016"
21,140,"Foster, Froyen, Skibbe, Bowles, & Decker",2016,1.489,"J",2013,"0","1","0","1",0.530010810810811,0.85,3.995833333,0.598333333,3.995833333,0.598333333,0.5,33.8384,6.6838,0.06342326263,"US",0.018,0.017,0.051,0.11,0.788,0.074,"U","1",0.85971777776,0.86946379617,0.519677525051755,"0","1","0","1","0","Q","S","1","F","0",0.84,"1","R","A","S","1","R","0",0,0.94,"1","0","R","0",0,767,0.23,"HLE","Other","Foster, Froyen, Skibbe, Bowles, & Decker, 2016"
22,141,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.6,0.032876712,1.167,0.217673030179573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.89412023808,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.84,"1","R","A","H","0","P","0",0.567,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,142,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.6,0.032876712,1.167,0.217481363509573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.88774523808,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.99,"1","R","A","H","0","P","0",0.567,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,143,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.6,0.032876712,1.167,0.203532563519573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.87774523808,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.97,"1","R","A","H","0","P","0",0.567,0.839245283018868,"1","0","Rs","0",0,24,0.41,"play","McArthur","Turku Longitudinal Study"
22,144,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.933333333,0.019178082,1.167,0.204451096549573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.8680626984,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.84,"1","R","A","H","0","P","0",0.233,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,145,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.933333333,0.019178082,1.167,0.204259429879573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.8586876984,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.99,"1","R","A","H","0","P","0",0.233,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,146,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.933333333,0.019178082,1.167,0.204259429879573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.8586876984,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.97,"1","R","A","H","0","P","0",0.233,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,147,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.6,0.032876712,1.167,0.218785252391573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.89711523808,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.84,"1","G","A","H","0","P","0",0.567,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,148,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.6,0.032876712,1.167,0.218593585721573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.89074023808,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.99,"1","G","A","H","0","P","0",0.567,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,149,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.6,0.032876712,1.167,0.218593585721573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.89074023808,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.97,"1","G","A","H","0","P","0",0.567,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,150,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.933333333,0.019178082,1.167,0.205563318761573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.8710576984,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.84,"1","G","A","H","0","P","0",0.233,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,151,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.933333333,0.019178082,1.167,0.205371652091573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.8616826984,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.99,"1","G","A","H","0","P","0",0.233,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
22,152,"Haapakoski & Silvén",2009,1.377,"J",2001,"1","0","0","0",0.66,0.96,0.933333333,0.019178082,1.167,0.205371652091573,0.42,33,6.2,0,"FI",0,0,0,0,0.58,0,"U","1",0.8616826984,1,0.63,"0","1","0","1","1","BF","L","0","R","1",0.97,"1","G","A","H","0","P","0",0.233,0.839245283018868,"1","0","Rs","0",0,24,0,"play","McArthur","Turku Longitudinal Study"
23,153,"Hall, De Waard, Tooten, Hoffenkamp, Vingerhoets, & van Bakel",2014,1.785,"J",2010,"0","1","0","0",0.687745945945945,0.86,0.5,0.0417,2,0.05556,0.49,34.65,5.23,0,"NL",0,0,0,0.05,0.23,0,"U","1",0.94760007936,1,0.64,"0","1","0","1","1","A","H","1","R","1",0.83,"1","R","A","H","1","C","0",1.5,0.923636363636364,"1","0","R or F","1",4,165,0.1685816,"attachment","PPVT","Unnamed"
23,154,"Hall, De Waard, Tooten, Hoffenkamp, Vingerhoets, & van Bakel",2014,1.785,"J",2010,"0","1","0","0",0.687745945945945,0.86,0.5,0.0417,2,0.05556,0.49,34.65,5.23,0,"NL",0,0,0,0.05,0.23,0,"U","1",0.94760007936,1,0.64,"0","1","0","1","1","A","H","1","R","1",0.83,"1","R","A","H","1","C","0",1.5,0.923636363636364,"1","0","R or F","1",4,128,0.1168369,"attachment","PPVT","Unnamed"
24,155,"Kelley, Smith, Green, Berndt, & Rogers",1998,1.301,"J",1990,"0","1","0","0",0.08,1,2.266666667,0.908333333,2.266666667,0.908333333,0.444444444,27.3,4.7,0,"US",0,1,0,0,1,0,"U","0",1,1,0.537037037,"0","0","0","0","1","Q","H","1","F","0",0.63,"1","GR","Q","H","1","M","0",0,0.885,"1","1","R","0",0,54,-0.44,"support","Other","Kelley, Smith, Green, Berndt, & Rogers, 1998"
24,156,"Kelley, Smith, Green, Berndt, & Rogers",1998,1.301,"J",1990,"0","1","0","0",0.08,1,2.266666667,0.908333333,2.266666667,0.908333333,0.444444444,27.3,4.7,0,"US",0,1,0,0,1,0,"U","0",1,1,0.537037037,"0","0","0","0","1","Q","H","1","F","0",0.63,"1","GR","Q","H","1","M","0",0,0.885,"1","0","R","0",0,54,0.04,"support","Other","Kelley, Smith, Green, Berndt, & Rogers, 1998"
24,157,"Kelley, Smith, Green, Berndt, & Rogers",1998,1.301,"J",1990,"0","1","0","0",0.08,1,2.266666667,0.908333333,2.266666667,0.908333333,0.444444444,27.3,4.7,0,"US",0,1,0,0,1,0,"U","0",1,1,0.537037037,"0","0","0","0","1","BE","H","1","R","1",0.49,"1","GR","Q","H","1","M","0",0,0.885,"1","0","R","0",0,54,0.04,"support","Other","Kelley, Smith, Green, Berndt, & Rogers, 1998"
25,158,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.21,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,159,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.27,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,160,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.35,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,161,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.35,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,162,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3228267434667,6.26629741935484,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.549593705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.05,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,163,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.23909741935483,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.549593705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.02,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,164,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3228267434667,6.26629741935484,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.549995696070351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.11,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,165,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3228267434667,6.26629741935484,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.549593705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.09,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,166,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.28,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,167,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.29,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,168,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.27,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,169,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.28,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,170,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3744267434667,6.25079741935483,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.548388064491403,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.13,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,171,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.278175,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3533267434667,6.21849741935483,0,"US",0.06414811911,0.13726008667,0.01422905152,0.01573350506,0,0,"U","1",1,1,0.548378064491403,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.18,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,172,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3228267434667,6.26629741935484,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.549593705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.04,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,173,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3744267434667,6.25079741935483,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.548388064491403,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.13,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,174,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.275055,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3228267434667,6.26629741935484,0,"US",0.0585706263,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.549593705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,0.05,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,175,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.15,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
25,176,"Kleeck, Gillam, Hamilton, & McGrath",1997,1.295645,"J",1990,"0","1","0","1",0.35,1,3.8,0.125,3.8,0.125,0.628571429,33.3216267434667,6.28064177419354,0,"US",0.06104376865,0.14474049109,0.01422905152,0.01426037073,0,0,"U","1",1,1,0.550493705780351,"0","1","0","0","0","BF","H","0","R","1",0.76,"1","GR","A","S","1","R","0",0,0.94,"0","0","R","0",0,35,-0.13,"communication quality","PLAI","Kleeck, Gillam, Hamilton, & McGrath, 1997"
